Date,"1 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
12/30/2016,0.44,0.51,0.62,0.85,1.20,1.47,1.93,2.25,2.45,2.79,3.06
12/29/2016,0.39,0.47,0.62,0.85,1.22,1.49,1.96,2.30,2.49,2.82,3.08
12/28/2016,0.48,0.53,0.62,0.90,1.26,1.55,2.02,2.32,2.51,2.83,3.09
12/27/2016,0.50,0.51,0.66,0.89,1.28,1.58,2.07,2.37,2.57,2.88,3.14
12/23/2016,0.42,0.52,0.65,0.87,1.22,1.54,2.04,2.35,2.55,2.86,3.12
12/22/2016,0.42,0.51,0.65,0.87,1.22,1.54,2.04,2.36,2.55,2.86,3.12
12/21/2016,0.46,0.52,0.65,0.88,1.21,1.54,2.04,2.35,2.55,2.86,3.12
12/20/2016,0.48,0.52,0.66,0.90,1.25,1.56,2.06,2.38,2.57,2.88,3.15
12/19/2016,0.45,0.52,0.65,0.90,1.24,1.55,2.03,2.35,2.54,2.85,3.12
12/16/2016,0.46,0.51,0.65,0.91,1.28,1.59,2.07,2.41,2.60,2.91,3.19
12/15/2016,0.48,0.51,0.65,0.91,1.29,1.61,2.10,2.42,2.60,2.89,3.16
12/14/2016,0.49,0.55,0.66,0.92,1.27,1.57,2.02,2.34,2.54,2.86,3.14
12/13/2016,0.47,0.54,0.66,0.88,1.17,1.46,1.92,2.26,2.48,2.85,3.14
12/12/2016,0.42,0.51,0.64,0.85,1.15,1.44,1.90,2.26,2.49,2.86,3.16
12/09/2016,0.41,0.54,0.64,0.85,1.15,1.43,1.89,2.26,2.47,2.87,3.16
12/08/2016,0.39,0.51,0.62,0.84,1.12,1.40,1.83,2.20,2.40,2.81,3.10
12/07/2016,0.38,0.52,0.63,0.85,1.10,1.39,1.80,2.14,2.34,2.73,3.02
12/06/2016,0.35,0.49,0.63,0.83,1.12,1.41,1.84,2.18,2.39,2.77,3.08
12/05/2016,0.34,0.49,0.63,0.82,1.13,1.42,1.84,2.19,2.39,2.76,3.05
12/02/2016,0.34,0.49,0.61,0.80,1.11,1.40,1.84,2.20,2.40,2.78,3.08
12/01/2016,0.32,0.48,0.60,0.82,1.14,1.45,1.90,2.25,2.45,2.82,3.10
11/30/2016,0.38,0.48,0.62,0.80,1.11,1.40,1.83,2.18,2.37,2.73,3.02
11/29/2016,0.34,0.48,0.60,0.78,1.09,1.37,1.78,2.12,2.30,2.66,2.95
11/28/2016,0.32,0.48,0.60,0.79,1.11,1.38,1.80,2.13,2.32,2.68,2.99
11/25/2016,0.34,0.49,0.62,0.81,1.12,1.41,1.83,2.18,2.36,2.71,3.01
11/23/2016,0.35,0.51,0.63,0.80,1.12,1.40,1.83,2.17,2.36,2.71,3.02
11/22/2016,0.34,0.49,0.61,0.78,1.07,1.35,1.77,2.12,2.31,2.69,3.00
11/21/2016,0.28,0.46,0.60,0.78,1.08,1.36,1.79,2.13,2.33,2.69,3.00
11/18/2016,0.28,0.44,0.60,0.77,1.07,1.36,1.80,2.14,2.34,2.70,3.01
11/17/2016,0.30,0.44,0.61,0.77,1.04,1.31,1.73,2.08,2.29,2.69,3.01
11/16/2016,0.32,0.47,0.62,0.76,1.00,1.28,1.68,2.03,2.22,2.61,2.92
11/15/2016,0.30,0.51,0.61,0.78,1.02,1.28,1.68,2.03,2.23,2.64,2.97
11/14/2016,0.32,0.55,0.65,0.77,1.00,1.27,1.66,2.01,2.23,2.65,2.99
11/10/2016,0.30,0.48,0.59,0.72,0.92,1.17,1.56,1.92,2.15,2.58,2.94
11/09/2016,0.30,0.45,0.56,0.72,0.90,1.12,1.49,1.84,2.07,2.52,2.88
11/08/2016,0.28,0.43,0.56,0.71,0.87,1.04,1.34,1.65,1.88,2.29,2.63
11/07/2016,0.28,0.41,0.54,0.63,0.82,0.99,1.29,1.60,1.83,2.26,2.60
11/04/2016,0.25,0.38,0.52,0.62,0.80,0.95,1.24,1.55,1.79,2.22,2.56
11/03/2016,0.24,0.38,0.52,0.64,0.81,0.98,1.26,1.58,1.82,2.25,2.60
11/02/2016,0.24,0.37,0.51,0.64,0.81,0.98,1.26,1.57,1.81,2.22,2.56
11/01/2016,0.24,0.35,0.50,0.65,0.83,0.99,1.30,1.61,1.83,2.24,2.58
10/31/2016,0.20,0.34,0.51,0.66,0.86,1.00,1.31,1.62,1.84,2.25,2.58
10/28/2016,0.18,0.30,0.49,0.66,0.86,1.02,1.33,1.63,1.86,2.27,2.62
10/27/2016,0.19,0.30,0.49,0.68,0.87,1.04,1.33,1.64,1.85,2.26,2.60
10/26/2016,0.25,0.33,0.49,0.67,0.86,1.01,1.30,1.59,1.79,2.20,2.53
10/25/2016,0.22,0.34,0.49,0.66,0.86,1.00,1.29,1.56,1.77,2.17,2.50
10/24/2016,0.23,0.33,0.46,0.66,0.84,1.00,1.27,1.56,1.77,2.18,2.52
10/21/2016,0.25,0.34,0.47,0.66,0.84,0.98,1.25,1.53,1.74,2.15,2.48
10/20/2016,0.25,0.35,0.48,0.66,0.84,0.98,1.26,1.55,1.76,2.17,2.50
10/19/2016,0.25,0.35,0.48,0.65,0.81,0.96,1.24,1.54,1.76,2.18,2.51
10/18/2016,0.26,0.34,0.47,0.66,0.82,0.96,1.24,1.54,1.75,2.18,2.51
10/17/2016,0.24,0.34,0.47,0.65,0.81,0.98,1.26,1.56,1.77,2.19,2.52
10/14/2016,0.26,0.32,0.46,0.66,0.84,1.00,1.28,1.58,1.80,2.22,2.55
10/13/2016,0.26,0.30,0.45,0.66,0.85,1.00,1.27,1.56,1.75,2.15,2.48
10/12/2016,0.26,0.37,0.49,0.68,0.87,0.99,1.31,1.60,1.79,2.19,2.51
10/11/2016,0.27,0.35,0.48,0.69,0.87,1.03,1.30,1.58,1.77,2.17,2.50
10/07/2016,0.26,0.33,0.46,0.66,0.83,0.99,1.26,1.55,1.73,2.14,2.46
10/06/2016,0.26,0.33,0.46,0.65,0.86,1.00,1.28,1.58,1.75,2.14,2.46
10/05/2016,0.26,0.32,0.48,0.65,0.85,0.98,1.26,1.54,1.72,2.11,2.44
10/04/2016,0.28,0.33,0.48,0.64,0.82,0.95,1.22,1.51,1.69,2.08,2.40
10/03/2016,0.25,0.32,0.48,0.63,0.80,0.91,1.18,1.46,1.63,2.01,2.34
09/30/2016,0.20,0.29,0.45,0.59,0.77,0.88,1.14,1.42,1.60,1.99,2.32
09/29/2016,0.12,0.26,0.43,0.59,0.73,0.85,1.12,1.39,1.56,1.95,2.28
09/28/2016,0.14,0.27,0.44,0.60,0.75,0.87,1.13,1.41,1.57,1.96,2.29
09/27/2016,0.16,0.26,0.42,0.58,0.75,0.86,1.12,1.39,1.56,1.96,2.28
09/26/2016,0.12,0.25,0.42,0.58,0.76,0.87,1.13,1.41,1.59,2.00,2.32
09/23/2016,0.09,0.18,0.40,0.60,0.77,0.90,1.16,1.44,1.62,2.02,2.34
09/22/2016,0.10,0.18,0.39,0.60,0.79,0.91,1.18,1.46,1.63,2.02,2.34
09/21/2016,0.12,0.22,0.44,0.61,0.79,0.92,1.20,1.48,1.66,2.06,2.39
09/20/2016,0.17,0.30,0.49,0.61,0.79,0.93,1.20,1.50,1.69,2.09,2.43
09/19/2016,0.16,0.30,0.48,0.60,0.79,0.92,1.22,1.52,1.70,2.10,2.45
09/16/2016,0.20,0.30,0.50,0.61,0.77,0.91,1.21,1.51,1.70,2.10,2.44
09/15/2016,0.20,0.29,0.49,0.60,0.74,0.87,1.20,1.51,1.71,2.13,2.48
09/14/2016,0.24,0.33,0.52,0.62,0.77,0.90,1.21,1.52,1.70,2.10,2.44
09/13/2016,0.25,0.36,0.54,0.63,0.80,0.95,1.26,1.56,1.73,2.12,2.47
09/12/2016,0.24,0.37,0.53,0.57,0.79,0.92,1.21,1.50,1.68,2.05,2.40
09/09/2016,0.24,0.35,0.51,0.58,0.79,0.93,1.23,1.51,1.67,2.05,2.39
09/08/2016,0.26,0.35,0.50,0.57,0.78,0.91,1.19,1.46,1.61,1.98,2.32
09/07/2016,0.25,0.34,0.49,0.57,0.74,0.86,1.12,1.39,1.54,1.89,2.23
09/06/2016,0.24,0.32,0.45,0.56,0.74,0.86,1.13,1.40,1.55,1.90,2.24
09/02/2016,0.25,0.33,0.45,0.59,0.80,0.92,1.20,1.47,1.60,1.95,2.28
09/01/2016,0.27,0.33,0.47,0.60,0.78,0.91,1.18,1.44,1.57,1.90,2.23
08/31/2016,0.26,0.33,0.47,0.61,0.80,0.92,1.19,1.45,1.58,1.90,2.23
08/30/2016,0.23,0.33,0.47,0.61,0.80,0.92,1.18,1.44,1.57,1.91,2.23
08/29/2016,0.25,0.33,0.49,0.62,0.81,0.92,1.18,1.43,1.57,1.90,2.22
08/26/2016,0.28,0.34,0.47,0.62,0.84,0.96,1.23,1.49,1.62,1.96,2.29
08/25/2016,0.28,0.33,0.46,0.60,0.78,0.89,1.16,1.43,1.58,1.91,2.27
08/24/2016,0.28,0.31,0.46,0.59,0.76,0.87,1.13,1.40,1.56,1.89,2.24
08/23/2016,0.28,0.30,0.45,0.58,0.74,0.86,1.15,1.40,1.55,1.88,2.24
08/22/2016,0.24,0.29,0.45,0.58,0.76,0.86,1.15,1.40,1.55,1.88,2.24
08/19/2016,0.27,0.30,0.44,0.59,0.76,0.88,1.17,1.43,1.58,1.93,2.29
08/18/2016,0.27,0.30,0.44,0.58,0.71,0.81,1.12,1.38,1.53,1.89,2.26
08/17/2016,0.27,0.30,0.46,0.58,0.74,0.86,1.15,1.41,1.56,1.90,2.27
08/16/2016,0.27,0.27,0.45,0.57,0.76,0.87,1.16,1.42,1.57,1.92,2.29
08/15/2016,0.26,0.31,0.46,0.56,0.72,0.85,1.14,1.40,1.55,1.90,2.27
08/12/2016,0.27,0.29,0.43,0.56,0.71,0.82,1.10,1.36,1.51,1.85,2.23
08/11/2016,0.27,0.28,0.45,0.55,0.76,0.88,1.16,1.42,1.57,1.89,2.28
08/10/2016,0.27,0.28,0.43,0.55,0.69,0.80,1.07,1.34,1.50,1.83,2.23
08/09/2016,0.27,0.29,0.44,0.55,0.71,0.84,1.11,1.38,1.55,1.86,2.25
08/08/2016,0.27,0.31,0.45,0.57,0.74,0.86,1.15,1.42,1.59,1.91,2.30
08/05/2016,0.23,0.28,0.45,0.56,0.72,0.86,1.13,1.41,1.59,1.91,2.32
08/04/2016,0.24,0.26,0.41,0.51,0.64,0.76,1.03,1.31,1.51,1.84,2.25
08/03/2016,0.26,0.28,0.42,0.53,0.67,0.78,1.07,1.35,1.55,1.88,2.29
08/02/2016,0.28,0.29,0.41,0.50,0.67,0.79,1.07,1.36,1.55,1.88,2.29
08/01/2016,0.20,0.29,0.40,0.50,0.67,0.78,1.06,1.33,1.51,1.84,2.24
07/29/2016,0.19,0.28,0.38,0.50,0.67,0.76,1.03,1.29,1.46,1.78,2.18
07/28/2016,0.19,0.25,0.39,0.53,0.72,0.82,1.09,1.35,1.52,1.83,2.23
07/27/2016,0.25,0.31,0.40,0.53,0.73,0.83,1.10,1.35,1.52,1.84,2.23
07/26/2016,0.24,0.31,0.43,0.55,0.75,0.87,1.15,1.40,1.57,1.89,2.28
07/25/2016,0.28,0.32,0.44,0.55,0.72,0.87,1.15,1.41,1.58,1.90,2.29
07/22/2016,0.29,0.33,0.44,0.55,0.71,0.84,1.13,1.40,1.57,1.90,2.29
07/21/2016,0.28,0.32,0.44,0.54,0.70,0.82,1.11,1.38,1.57,1.90,2.29
07/20/2016,0.28,0.32,0.44,0.56,0.73,0.86,1.15,1.41,1.59,1.91,2.30
07/19/2016,0.29,0.31,0.44,0.56,0.70,0.84,1.12,1.38,1.56,1.88,2.27
07/18/2016,0.26,0.32,0.44,0.52,0.68,0.85,1.14,1.40,1.59,1.90,2.30
07/15/2016,0.27,0.32,0.42,0.52,0.71,0.87,1.15,1.42,1.60,1.90,2.30
07/14/2016,0.29,0.32,0.41,0.53,0.68,0.82,1.10,1.36,1.53,1.84,2.25
07/13/2016,0.29,0.31,0.40,0.51,0.68,0.80,1.07,1.32,1.48,1.77,2.18
07/12/2016,0.29,0.29,0.40,0.52,0.69,0.81,1.10,1.35,1.53,1.82,2.24
07/11/2016,0.28,0.31,0.40,0.50,0.66,0.77,1.03,1.27,1.43,1.73,2.14
07/08/2016,0.26,0.28,0.36,0.48,0.61,0.71,0.95,1.19,1.37,1.69,2.11
07/07/2016,0.27,0.29,0.37,0.47,0.58,0.69,0.97,1.21,1.40,1.72,2.14
07/06/2016,0.26,0.27,0.36,0.46,0.58,0.69,0.95,1.20,1.38,1.72,2.14
07/05/2016,0.27,0.28,0.35,0.44,0.56,0.66,0.94,1.19,1.37,1.72,2.14
07/01/2016,0.24,0.28,0.37,0.45,0.59,0.71,1.00,1.27,1.46,1.81,2.24
06/30/2016,0.20,0.26,0.36,0.45,0.58,0.71,1.01,1.29,1.49,1.86,2.30
06/29/2016,0.18,0.26,0.35,0.46,0.62,0.74,1.03,1.30,1.50,1.86,2.30
06/28/2016,0.25,0.26,0.35,0.45,0.61,0.71,1.00,1.26,1.46,1.83,2.27
06/27/2016,0.22,0.27,0.35,0.45,0.61,0.70,1.00,1.26,1.46,1.83,2.28
06/24/2016,0.24,0.27,0.38,0.48,0.64,0.76,1.08,1.35,1.57,1.96,2.42
06/23/2016,0.27,0.31,0.43,0.58,0.78,0.92,1.25,1.54,1.74,2.12,2.55
06/22/2016,0.25,0.27,0.40,0.56,0.75,0.88,1.20,1.49,1.69,2.06,2.50
06/21/2016,0.25,0.27,0.41,0.57,0.76,0.89,1.22,1.49,1.71,2.07,2.50
06/20/2016,0.23,0.28,0.41,0.56,0.74,0.87,1.17,1.45,1.67,2.03,2.47
06/17/2016,0.22,0.27,0.37,0.51,0.70,0.83,1.13,1.41,1.62,1.99,2.43
06/16/2016,0.23,0.27,0.36,0.53,0.70,0.81,1.10,1.37,1.57,1.96,2.39
06/15/2016,0.23,0.26,0.37,0.52,0.69,0.81,1.10,1.38,1.60,1.99,2.43
06/14/2016,0.24,0.27,0.41,0.55,0.74,0.85,1.15,1.42,1.62,2.00,2.43
06/13/2016,0.23,0.27,0.40,0.55,0.73,0.84,1.14,1.42,1.62,2.01,2.43
06/10/2016,0.18,0.26,0.42,0.57,0.73,0.87,1.17,1.44,1.64,2.02,2.44
06/09/2016,0.21,0.26,0.43,0.59,0.77,0.91,1.22,1.49,1.68,2.05,2.48
06/08/2016,0.20,0.24,0.43,0.60,0.78,0.93,1.23,1.51,1.71,2.08,2.51
06/07/2016,0.20,0.28,0.43,0.59,0.78,0.94,1.23,1.51,1.72,2.10,2.54
06/06/2016,0.19,0.28,0.43,0.60,0.80,0.94,1.25,1.53,1.73,2.12,2.55
06/03/2016,0.19,0.30,0.43,0.60,0.78,0.92,1.23,1.50,1.71,2.09,2.52
06/02/2016,0.19,0.29,0.48,0.68,0.89,1.03,1.36,1.63,1.81,2.17,2.58
06/01/2016,0.27,0.30,0.49,0.70,0.91,1.07,1.39,1.67,1.85,2.22,2.63
05/31/2016,0.27,0.34,0.49,0.68,0.87,1.03,1.37,1.66,1.84,2.23,2.64
05/27/2016,0.23,0.32,0.47,0.68,0.90,1.06,1.39,1.67,1.85,2.25,2.65
05/26/2016,0.17,0.31,0.46,0.65,0.87,1.03,1.35,1.65,1.83,2.24,2.64
05/25/2016,0.24,0.33,0.47,0.67,0.92,1.08,1.40,1.69,1.87,2.27,2.67
05/24/2016,0.28,0.35,0.48,0.69,0.92,1.08,1.41,1.68,1.86,2.25,2.65
05/23/2016,0.26,0.35,0.48,0.69,0.91,1.05,1.38,1.65,1.84,2.23,2.63
05/20/2016,0.26,0.33,0.46,0.67,0.89,1.05,1.38,1.65,1.85,2.24,2.63
05/19/2016,0.25,0.31,0.43,0.64,0.89,1.06,1.38,1.67,1.85,2.24,2.64
05/18/2016,0.25,0.30,0.43,0.63,0.90,1.08,1.41,1.69,1.87,2.27,2.67
05/17/2016,0.25,0.28,0.40,0.58,0.82,0.97,1.29,1.57,1.76,2.18,2.59
05/16/2016,0.21,0.28,0.38,0.57,0.79,0.94,1.26,1.55,1.75,2.18,2.59
05/13/2016,0.25,0.29,0.38,0.55,0.76,0.91,1.22,1.51,1.71,2.14,2.55
05/12/2016,0.25,0.27,0.37,0.54,0.76,0.92,1.24,1.54,1.75,2.18,2.60
05/11/2016,0.25,0.26,0.37,0.53,0.74,0.87,1.20,1.51,1.73,2.15,2.58
05/10/2016,0.25,0.24,0.36,0.52,0.72,0.88,1.20,1.52,1.77,2.18,2.61
05/09/2016,0.21,0.24,0.38,0.51,0.72,0.86,1.20,1.51,1.77,2.18,2.61
05/06/2016,0.20,0.19,0.39,0.51,0.74,0.90,1.23,1.55,1.79,2.20,2.62
05/05/2016,0.20,0.20,0.39,0.51,0.72,0.87,1.20,1.52,1.76,2.17,2.60
05/04/2016,0.18,0.19,0.39,0.52,0.75,0.89,1.23,1.55,1.79,2.22,2.64
05/03/2016,0.18,0.21,0.40,0.53,0.75,0.92,1.25,1.57,1.81,2.24,2.66
05/02/2016,0.11,0.22,0.41,0.55,0.80,0.96,1.32,1.64,1.88,2.31,2.71
04/29/2016,0.16,0.22,0.40,0.56,0.77,0.92,1.28,1.60,1.83,2.26,2.66
04/28/2016,0.17,0.22,0.39,0.56,0.78,0.93,1.28,1.60,1.84,2.27,2.68
04/27/2016,0.18,0.24,0.40,0.58,0.83,0.99,1.33,1.64,1.87,2.30,2.71
04/26/2016,0.19,0.24,0.43,0.61,0.86,1.04,1.40,1.72,1.94,2.35,2.76
04/25/2016,0.17,0.25,0.40,0.57,0.85,1.01,1.38,1.69,1.91,2.32,2.72
04/22/2016,0.19,0.23,0.38,0.56,0.84,1.01,1.37,1.67,1.89,2.30,2.70
04/21/2016,0.19,0.23,0.37,0.56,0.82,0.98,1.35,1.65,1.88,2.29,2.69
04/20/2016,0.18,0.23,0.36,0.54,0.80,0.97,1.32,1.63,1.85,2.25,2.66
04/19/2016,0.18,0.21,0.36,0.53,0.77,0.92,1.26,1.57,1.79,2.19,2.60
04/18/2016,0.16,0.22,0.35,0.52,0.75,0.90,1.24,1.54,1.78,2.17,2.58
04/15/2016,0.19,0.22,0.37,0.53,0.74,0.87,1.22,1.52,1.76,2.14,2.56
04/14/2016,0.21,0.22,0.37,0.55,0.77,0.92,1.26,1.57,1.80,2.18,2.61
04/13/2016,0.21,0.23,0.36,0.55,0.75,0.90,1.22,1.53,1.77,2.16,2.58
